_id,title,slug,pageUrl,postedAt,baseScore,voteCount,commentCount,meta,question,url,user.username,user.slug,user.displayName,user,scraped_text,scraped_links,scraped_title,scrape_status,word_count,scrape_error
5bd75cc58225bf06703750c5,My current take on logical uncertainty,my-current-take-on-logical-uncertainty,https://www.lesswrong.com/posts/5bd75cc58225bf06703750c5/my-current-take-on-logical-uncertainty,2016-01-29T21:17:33.000Z,3,2,0,False,False,https://medium.com/ai-control/learning-and-logic-e96bd41b1ab5#.4x741fxff,paulfchristiano,paulfchristiano,paulfchristiano,,This is a linkpost for https://medium.com/ai-control/learning-and-logic-e96bd41b1ab5#.4x741fxff,"[{""text"": ""https://medium.com/ai-control/learning-and-logic-e96bd41b1ab5#.4x741fxff"", ""url"": ""https://www.lesswrong.com/out?url=https%3A%2F%2Fmedium.com%2Fai-control%2Flearning-and-logic-e96bd41b1ab5%23.4x741fxff""}]",My current take on logical uncertainty — LessWrong,success,6,
aPYmsQiX3Yy8Dwzrw,Meetup : Role playing game based on HPMOR in Moscow,meetup-role-playing-game-based-on-hpmor-in-moscow,https://www.lesswrong.com/posts/aPYmsQiX3Yy8Dwzrw/meetup-role-playing-game-based-on-hpmor-in-moscow,2016-01-29T17:45:09.623Z,2,2,0,False,False,,Alexander230,alexander230,Alexander230,,,,Meetup : Role playing game based on HPMOR in Moscow — LessWrong,success,0,
9iicC8xwn6CCzGmNc,Weekly LW Meetups,weekly-lw-meetups-53,https://www.lesswrong.com/posts/9iicC8xwn6CCzGmNc/weekly-lw-meetups-53,2016-01-29T16:15:08.167Z,2,2,0,False,False,,,,,,,,Weekly LW Meetups — LessWrong,success,0,
hu8f7A6mmjAKJZEMK,The Number Choosing Game: Against the existence of perfect theoretical rationality,the-number-choosing-game-against-the-existence-of-perfect,https://www.lesswrong.com/posts/hu8f7A6mmjAKJZEMK/the-number-choosing-game-against-the-existence-of-perfect,2016-01-29T01:04:49.557Z,-5,28,151,False,False,,casebash,casebash,casebash,,,,The Number Choosing Game: Against the existence of perfect theoretical rationality — LessWrong,success,0,
5bd75cc58225bf06703750c2,Another Concise Open Problem,another-concise-open-problem,https://www.lesswrong.com/posts/5bd75cc58225bf06703750c2/another-concise-open-problem,2016-01-28T23:04:06.000Z,4,2,1,False,False,,Scott Garrabrant,scott-garrabrant,Scott Garrabrant,,,,Another Concise Open Problem — LessWrong,success,0,
5bd75cc58225bf06703750c1,Second Failure of Inductive Learning with a Delay in Feedback,second-failure-of-inductive-learning-with-a-delay-in-feedback,https://www.lesswrong.com/posts/5bd75cc58225bf06703750c1/second-failure-of-inductive-learning-with-a-delay-in-feedback,2016-01-28T21:32:09.000Z,4,2,0,False,False,,Scott Garrabrant,scott-garrabrant,Scott Garrabrant,,,,Second Failure of Inductive Learning with a Delay in Feedback — LessWrong,success,0,
uJTvqvNyRGGXgPdf7,Studying Your Native Language,studying-your-native-language,https://www.lesswrong.com/posts/uJTvqvNyRGGXgPdf7/studying-your-native-language,2016-01-28T19:23:25.404Z,7,6,7,False,False,,Crux,crux,Crux,,,,Studying Your Native Language — LessWrong,success,0,
8AAh8ayaTNKLtf8Zh,What's wrong with this picture?,what-s-wrong-with-this-picture,https://www.lesswrong.com/posts/8AAh8ayaTNKLtf8Zh/what-s-wrong-with-this-picture,2016-01-28T13:30:05.222Z,29,19,81,False,False,,CronoDAS,cronodas,CronoDAS,,,,What's wrong with this picture? — LessWrong,success,0,
3yrH6d8TCTZnPw7Xx,Perhaps a better form factor for Meetups vs Main board posts?,perhaps-a-better-form-factor-for-meetups-vs-main-board-posts,https://www.lesswrong.com/posts/3yrH6d8TCTZnPw7Xx/perhaps-a-better-form-factor-for-meetups-vs-main-board-posts,2016-01-28T11:50:20.360Z,20,15,8,False,False,,lionhearted,lionhearted-sebastian-marshall,lionhearted (Sebastian Marshall),,,,Perhaps a better form factor for Meetups vs Main board posts? — LessWrong,success,0,
jgRyP28rTQoTQAo53,Meetup : San Francisco Meetup: Cooking,meetup-san-francisco-meetup-cooking,https://www.lesswrong.com/posts/jgRyP28rTQoTQAo53/meetup-san-francisco-meetup-cooking,2016-01-28T06:18:32.789Z,2,2,0,False,False,,rocurley,rocurley,rocurley,,,,Meetup : San Francisco Meetup: Cooking — LessWrong,success,0,
5bd75cc58225bf06703750c0,Slack Chat,slack-chat,https://www.lesswrong.com/posts/5bd75cc58225bf06703750c0/slack-chat,2016-01-28T04:25:58.000Z,2,2,0,False,False,,abramdemski,abramdemski,abramdemski,,,,,,0,
roHWcPZyT3Et7436g,Rationality Reading Group: Part S: Quantum Physics and Many Worlds,rationality-reading-group-part-s-quantum-physics-and-many,https://www.lesswrong.com/posts/roHWcPZyT3Et7436g/rationality-reading-group-part-s-quantum-physics-and-many,2016-01-28T01:18:30.102Z,5,4,1,False,False,,Gram_Stone,gram_stone,Gram_Stone,,,,,,0,
fiAmoEBDapMTPGZ8J,[Link] AlphaGo: Mastering the ancient game of Go with Machine Learning,link-alphago-mastering-the-ancient-game-of-go-with-machine,https://www.lesswrong.com/posts/fiAmoEBDapMTPGZ8J/link-alphago-mastering-the-ancient-game-of-go-with-machine,2016-01-27T21:04:55.183Z,24,15,122,False,False,,ESRogs,esrogs,ESRogs,,,,,,0,
NoWi7N94QmaTvNaej,The case for value learning,the-case-for-value-learning,https://www.lesswrong.com/posts/NoWi7N94QmaTvNaej/the-case-for-value-learning,2016-01-27T20:57:09.309Z,5,5,7,False,False,,leplen,leplen,leplen,,,,,,0,
iksMceE7cmwCksu2o,"Meetup : Washington, D.C.: Fun & Games",meetup-washington-d-c-fun-and-games-15,https://www.lesswrong.com/posts/iksMceE7cmwCksu2o/meetup-washington-d-c-fun-and-games-15,2016-01-27T02:30:32.455Z,3,2,0,False,False,,RobinZ,robinz,RobinZ,,,,,,0,
nfP6NMahypqrt2sFn,AI Fiction - Crystal Society,ai-fiction-crystal-society,https://www.lesswrong.com/posts/nfP6NMahypqrt2sFn/ai-fiction-crystal-society,2016-01-26T23:51:25.582Z,7,23,21,False,False,,Gleb_Tsipursky,gleb_tsipursky,Gleb_Tsipursky,,,,,,0,
QpQeJpWuLCthgJSac,Learning Mathematics in Context,learning-mathematics-in-context,https://www.lesswrong.com/posts/QpQeJpWuLCthgJSac/learning-mathematics-in-context,2016-01-26T22:27:16.913Z,9,10,35,False,False,,Crux,crux,Crux,,,,,,0,
HgmNYQecBWYw52CLb,Meetup : Sydney Rationality Dojo - February 2016,meetup-sydney-rationality-dojo-february-2016,https://www.lesswrong.com/posts/HgmNYQecBWYw52CLb/meetup-sydney-rationality-dojo-february-2016,2016-01-26T21:15:44.009Z,2,2,0,False,False,,luminosity,luminosity,luminosity,,,,,,0,
5bd75cc58225bf06703750bb,Goal completion: algorithm ideas,goal-completion-algorithm-ideas,https://www.lesswrong.com/posts/5bd75cc58225bf06703750bb/goal-completion-algorithm-ideas,2016-01-26T10:01:35.000Z,2,1,0,False,False,,Stuart_Armstrong,stuart_armstrong,Stuart_Armstrong,,,,,,0,
ZQTeYnFkHRBH6dwSs,Meetup : Rationality Meetup Vienna,meetup-rationality-meetup-vienna-9,https://www.lesswrong.com/posts/ZQTeYnFkHRBH6dwSs/meetup-rationality-meetup-vienna-9,2016-01-26T09:57:28.958Z,2,2,0,False,False,,AnnaLeptikon,annaleptikon,AnnaLeptikon,,,,,,0,
xRpb3fiupWBqdRkS7,The Charity Impact Calculator,the-charity-impact-calculator,https://www.lesswrong.com/posts/xRpb3fiupWBqdRkS7/the-charity-impact-calculator,2016-01-26T05:01:07.180Z,8,14,15,False,False,,Gleb_Tsipursky,gleb_tsipursky,Gleb_Tsipursky,,,,,,0,
yYvfdMWL7t7Arbf29,"Open thread, Jan. 25 - Jan. 31, 2016",open-thread-jan-25-jan-31-2016,https://www.lesswrong.com/posts/yYvfdMWL7t7Arbf29/open-thread-jan-25-jan-31-2016,2016-01-25T21:07:02.746Z,6,4,170,False,False,,username2,username2,username2,,,,,,0,
h4wCv3KF2NxfnnCGN,Goal completion: algorithm ideas,goal-completion-algorithm-ideas,https://www.lesswrong.com/posts/h4wCv3KF2NxfnnCGN/goal-completion-algorithm-ideas,2016-01-25T17:36:07.364Z,8,5,1,False,False,,Stuart_Armstrong,stuart_armstrong,Stuart_Armstrong,,,,,,0,
zh2vWuhgCRQN6M7AY,The map of quantum (big world) immortality,the-map-of-quantum-big-world-immortality,https://www.lesswrong.com/posts/zh2vWuhgCRQN6M7AY/the-map-of-quantum-big-world-immortality,2016-01-25T10:21:04.857Z,6,18,89,False,False,,turchin,turchin,turchin,,,,,,0,
2jY3m8rfLES9FWD8E,Study partner matching thread,study-partner-matching-thread,https://www.lesswrong.com/posts/2jY3m8rfLES9FWD8E/study-partner-matching-thread,2016-01-25T04:25:03.592Z,8,6,15,False,False,,AspiringRationalist,nosignalnonoise,NoSignalNoNoise,,,,,,0,
JvRb34CFF74hKa9jJ,Beware surprising and suspicious convergence,beware-surprising-and-suspicious-convergence,https://www.lesswrong.com/posts/JvRb34CFF74hKa9jJ/beware-surprising-and-suspicious-convergence,2016-01-24T19:13:17.813Z,25,17,6,False,False,,Thrasymachus,thrasymachus,Thrasymachus,,,,,,0,
6Wp7HnAbbG2LCd6tg,"""Why Try Hard"" Essay targeted at non rationalists",why-try-hard-essay-targeted-at-non-rationalists,https://www.lesswrong.com/posts/6Wp7HnAbbG2LCd6tg/why-try-hard-essay-targeted-at-non-rationalists,2016-01-24T16:40:52.442Z,5,6,20,False,False,,,,,,,,,,0,
b2gkf98FZNh8EvHW9,Desperation,desperation,https://www.lesswrong.com/posts/b2gkf98FZNh8EvHW9/desperation,2016-01-24T02:00:00.000Z,16,8,0,False,False,https://mindingourway.com/desperation/,So8res,so8res,So8res,,,,,,0,
nKwGCfvk3Ldu2uB2A,[Link] Video Presentation: Rationality 101 for Secular People,link-video-presentation-rationality-101-for-secular-people,https://www.lesswrong.com/posts/nKwGCfvk3Ldu2uB2A/link-video-presentation-rationality-101-for-secular-people,2016-01-24T00:45:50.587Z,8,11,0,False,False,,Gleb_Tsipursky,gleb_tsipursky,Gleb_Tsipursky,,,,,,0,
jdbgFF4aDG23AWxPc,Meetup : LessWrong Aus Online Hangout,meetup-lesswrong-aus-online-hangout,https://www.lesswrong.com/posts/jdbgFF4aDG23AWxPc/meetup-lesswrong-aus-online-hangout,2016-01-23T12:55:34.292Z,4,3,1,False,False,,Calien,calien,Calien,,,,,,0,
CgSTgbvWGKLSEiqsH,Meetup : San Francisco Meetup: Group Debugging,meetup-san-francisco-meetup-group-debugging-1,https://www.lesswrong.com/posts/CgSTgbvWGKLSEiqsH/meetup-san-francisco-meetup-group-debugging-1,2016-01-23T06:17:56.350Z,2,2,0,False,False,,rocurley,rocurley,rocurley,,,,,,0,
CnwSsKuKCg8fLC4vr,"Map:Territory::Uncertainty::Randomness – but that doesn’t matter, value of information does.",map-territory-uncertainty-randomness-but-that-doesn-t-matter,https://www.lesswrong.com/posts/CnwSsKuKCg8fLC4vr/map-territory-uncertainty-randomness-but-that-doesn-t-matter,2016-01-22T19:12:17.946Z,8,11,21,False,False,,Davidmanheim,davidmanheim,Davidmanheim,,,,,,0,
EwKfMxRjDwYTPkYAh,Weekly LW Meetups,weekly-lw-meetups-22,https://www.lesswrong.com/posts/EwKfMxRjDwYTPkYAh/weekly-lw-meetups-22,2016-01-22T17:14:42.809Z,3,3,0,False,False,,,,,,,,,,0,
qWBqQ92z28nCM6m3K,Investment Strategy,investment-strategy,https://www.lesswrong.com/posts/qWBqQ92z28nCM6m3K/investment-strategy,2016-01-22T02:26:07.404Z,-8,9,21,False,False,,,,,,,,,,0,
xGKMeK7JFP3DyYiNB,Meetup : London diaspora meetup: weird foods - 24/01/2016,meetup-london-diaspora-meetup-weird-foods-24-01-2016,https://www.lesswrong.com/posts/xGKMeK7JFP3DyYiNB/meetup-london-diaspora-meetup-weird-foods-24-01-2016,2016-01-21T16:45:10.166Z,3,2,0,False,False,,philh,philh,philh,,,,,,0,
eRcFKcSyrfLu5gYAr,Meetup : Palo Alto Meetup: Lightning Talks,meetup-palo-alto-meetup-lightning-talks,https://www.lesswrong.com/posts/eRcFKcSyrfLu5gYAr/meetup-palo-alto-meetup-lightning-talks,2016-01-20T20:04:34.593Z,3,2,0,False,False,,Anders_H,anders_h,Anders_H,,,,,,0,
5bd75cc58225bf06703750b7,Goal completion: the rocket equations,goal-completion-the-rocket-equations,https://www.lesswrong.com/posts/5bd75cc58225bf06703750b7/goal-completion-the-rocket-equations,2016-01-20T14:10:42.000Z,0,0,3,False,False,,Stuart_Armstrong,stuart_armstrong,Stuart_Armstrong,,,,,,0,
MJjjnX7sNrCiEfAX2,Goal completion: the rocket equations,goal-completion-the-rocket-equations,https://www.lesswrong.com/posts/MJjjnX7sNrCiEfAX2/goal-completion-the-rocket-equations,2016-01-20T13:54:44.190Z,9,7,13,False,False,,Stuart_Armstrong,stuart_armstrong,Stuart_Armstrong,,,,,,0,
X5h8e8hxpr9pYvtQT,Could a digital intelligence be bad at math?,could-a-digital-intelligence-be-bad-at-math,https://www.lesswrong.com/posts/X5h8e8hxpr9pYvtQT/could-a-digital-intelligence-be-bad-at-math,2016-01-20T02:38:23.147Z,7,7,22,False,False,,leplen,leplen,leplen,,,,,,0,
568PkvNQHM9KfnH2p,Celebrating All Who Are in Effective Altruism,celebrating-all-who-are-in-effective-altruism,https://www.lesswrong.com/posts/568PkvNQHM9KfnH2p/celebrating-all-who-are-in-effective-altruism,2016-01-20T01:31:41.125Z,25,32,39,False,False,,Gleb_Tsipursky,gleb_tsipursky,Gleb_Tsipursky,,,,,,0,
zLEotZpoLCukyrvBQ,"Meetup : Washington, D.C.: [Postponed for snow]",meetup-washington-d-c-postponed-for-snow,https://www.lesswrong.com/posts/zLEotZpoLCukyrvBQ/meetup-washington-d-c-postponed-for-snow,2016-01-20T01:02:03.538Z,3,2,0,False,False,,RobinZ,robinz,RobinZ,,,,,,0,
XMv4ig9h24ntJcx8o,Symbolic Gestures – Salutes For Effective Altruists To Identify Each Other,symbolic-gestures-salutes-for-effective-altruists-to,https://www.lesswrong.com/posts/XMv4ig9h24ntJcx8o/symbolic-gestures-salutes-for-effective-altruists-to,2016-01-20T00:40:43.146Z,-8,15,39,False,False,,Darklight,darklight,Darklight,,,,,,0,
96WiHvZhBaZ9MztyF,Spreading rationality through engagement with secular groups,spreading-rationality-through-engagement-with-secular-groups,https://www.lesswrong.com/posts/96WiHvZhBaZ9MztyF/spreading-rationality-through-engagement-with-secular-groups,2016-01-19T23:19:47.343Z,23,19,9,False,False,,Gleb_Tsipursky,gleb_tsipursky,Gleb_Tsipursky,,,,,,0,
5w56vwiAcJt77h4Re,Anxiety and Rationality,anxiety-and-rationality,https://www.lesswrong.com/posts/5w56vwiAcJt77h4Re/anxiety-and-rationality,2016-01-19T18:30:57.812Z,51,40,31,False,False,,,,,,,,,,0,
5bd75cc58225bf06703750b4,Extending the stated objectives,extending-the-stated-objectives,https://www.lesswrong.com/posts/5bd75cc58225bf06703750b4/extending-the-stated-objectives,2016-01-19T15:46:44.000Z,0,0,1,False,False,,Stuart_Armstrong,stuart_armstrong,Stuart_Armstrong,,,,,,0,
suGfBx5pcjCn6DT5A,How did my baby die and what is the probability that my next one will?,how-did-my-baby-die-and-what-is-the-probability-that-my-next,https://www.lesswrong.com/posts/suGfBx5pcjCn6DT5A/how-did-my-baby-die-and-what-is-the-probability-that-my-next,2016-01-19T06:24:00.333Z,37,24,23,False,False,,deprimita_patro,deprimita_patro,deprimita_patro,,,,,,0,
52WiuyJvMPKK7jaxR,Meetup : MelbLW Social Meetup: Jan 2016,meetup-melblw-social-meetup-jan-2016,https://www.lesswrong.com/posts/52WiuyJvMPKK7jaxR/meetup-melblw-social-meetup-jan-2016,2016-01-18T14:48:19.052Z,2,2,0,False,False,,Maelin,maelin,Maelin,,,,,,0,
xrENu3Fm35ajgkfsh,"Open thread, Jan. 18 - Jan. 24, 2016",open-thread-jan-18-jan-24-2016,https://www.lesswrong.com/posts/xrENu3Fm35ajgkfsh/open-thread-jan-18-jan-24-2016,2016-01-18T09:42:47.158Z,8,5,199,False,False,,MrMind,mrmind,MrMind,,,,,,0,
Si6syriD7ZfRTfRzZ,Meetup : LW Cologne meetup,meetup-lw-cologne-meetup-1,https://www.lesswrong.com/posts/Si6syriD7ZfRTfRzZ/meetup-lw-cologne-meetup-1,2016-01-17T22:04:19.753Z,2,2,0,False,False,,EGI,egi,EGI,,,,,,0,
gRLxuRwoKsfseYSzo,"""Why Optimize?"" Essay targeted at nonrationalist friends of mine",why-optimize-essay-targeted-at-nonrationalist-friends-of,https://www.lesswrong.com/posts/gRLxuRwoKsfseYSzo/why-optimize-essay-targeted-at-nonrationalist-friends-of,2016-01-17T19:15:10.280Z,2,2,12,False,False,,,,,,,,,,0,
KvBsCRyAbtCd3QELj,Thinking About a Technical Solution to Coordination Problems,thinking-about-a-technical-solution-to-coordination-problems,https://www.lesswrong.com/posts/KvBsCRyAbtCd3QELj/thinking-about-a-technical-solution-to-coordination-problems,2016-01-17T07:16:28.852Z,12,8,10,False,False,,ChaosMote,chaosmote,ChaosMote,,,,,,0,
AHms8Eb6ose9CgNjP,Meetup : Cambridge Less Wrong: Tutoring Wheels,meetup-cambridge-less-wrong-tutoring-wheels,https://www.lesswrong.com/posts/AHms8Eb6ose9CgNjP/meetup-cambridge-less-wrong-tutoring-wheels,2016-01-17T05:23:05.303Z,3,2,0,False,False,,jimrandomh,jimrandomh,jimrandomh,,,,,,0,
jFvPWZB5WAGkDBpqN,Confidence all the way up,confidence-all-the-way-up,https://www.lesswrong.com/posts/jFvPWZB5WAGkDBpqN/confidence-all-the-way-up,2016-01-17T02:00:00.000Z,25,11,0,False,False,https://mindingourway.com/confidence-all-the-way-up/,So8res,so8res,So8res,,,,,,0,
pCesigb4NjzvoNKWB,"To contribute to AI safety, consider doing AI research",to-contribute-to-ai-safety-consider-doing-ai-research,https://www.lesswrong.com/posts/pCesigb4NjzvoNKWB/to-contribute-to-ai-safety-consider-doing-ai-research,2016-01-16T20:42:36.107Z,39,28,39,False,False,,Vika,vika,Vika,,,,,,0,
jjcqdxnPLsvwSA2eE,"Meetup : Games in Kocherga club: FallacyMania, Tower of Chaos, Training game",meetup-games-in-kocherga-club-fallacymania-tower-of-chaos-0,https://www.lesswrong.com/posts/jjcqdxnPLsvwSA2eE/meetup-games-in-kocherga-club-fallacymania-tower-of-chaos-0,2016-01-16T10:11:51.596Z,2,2,0,False,False,,Alexander230,alexander230,Alexander230,,,,,,0,
Yxub5pwSqsT9ytDML,Meetup : Less Wrong NH Meetup,meetup-less-wrong-nh-meetup-1,https://www.lesswrong.com/posts/Yxub5pwSqsT9ytDML/meetup-less-wrong-nh-meetup-1,2016-01-16T03:49:26.261Z,2,2,0,False,False,,Tuk,tuk,Tuk,,,,,,0,
FMkQtPvzsriQAow5q,The correct response to uncertainty is *not* half-speed,the-correct-response-to-uncertainty-is-not-half-speed,https://www.lesswrong.com/posts/FMkQtPvzsriQAow5q/the-correct-response-to-uncertainty-is-not-half-speed,2016-01-15T22:55:03.407Z,280,191,46,False,False,,AnnaSalamon,annasalamon,AnnaSalamon,,,,,,0,
oWTsxP9yLFY5wzgto,Meetup : Tel Aviv: Nick Lane's Vital Question,meetup-tel-aviv-nick-lane-s-vital-question,https://www.lesswrong.com/posts/oWTsxP9yLFY5wzgto/meetup-tel-aviv-nick-lane-s-vital-question,2016-01-15T18:54:26.602Z,3,2,0,False,False,,Squark,squark,Squark,,,,,,0,
TKLrY27ySZFomKjyA,Weekly LW Meetups,weekly-lw-meetups-8,https://www.lesswrong.com/posts/TKLrY27ySZFomKjyA/weekly-lw-meetups-8,2016-01-15T16:59:31.502Z,4,4,0,False,False,,,,,,,,,,0,
Be74DcMvmQGB6Z3oj,[LINK] Common fallacies in probability (when numbers aren't used),link-common-fallacies-in-probability-when-numbers-aren-t,https://www.lesswrong.com/posts/Be74DcMvmQGB6Z3oj/link-common-fallacies-in-probability-when-numbers-aren-t,2016-01-15T08:29:28.743Z,10,8,9,False,False,,Stuart_Armstrong,stuart_armstrong,Stuart_Armstrong,,,,,,0,
sqhargFcScTRxe3Dp,"[link] ""The Happiness Code"" - New York Times on CFAR",link-the-happiness-code-new-york-times-on-cfar,https://www.lesswrong.com/posts/sqhargFcScTRxe3Dp/link-the-happiness-code-new-york-times-on-cfar,2016-01-15T06:34:58.955Z,24,14,12,False,False,,Kaj_Sotala,kaj_sotala,Kaj_Sotala,,,,,,0,
GpeG5PfypK6L8YaCj,Meetup : San Francisco Meetup: Short Talks,meetup-san-francisco-meetup-short-talks-1,https://www.lesswrong.com/posts/GpeG5PfypK6L8YaCj/meetup-san-francisco-meetup-short-talks-1,2016-01-14T17:21:49.493Z,2,2,0,False,False,,rocurley,rocurley,rocurley,,,,,,0,
N54BG43KnCEbNDDk9,Meetup : Finding Effective Altruism with Biased Inputs on Options - LA Rationality Weekly Meetup,meetup-finding-effective-altruism-with-biased-inputs-on,https://www.lesswrong.com/posts/N54BG43KnCEbNDDk9/meetup-finding-effective-altruism-with-biased-inputs-on,2016-01-14T05:31:20.472Z,2,2,1,False,False,,Davidmanheim,davidmanheim,Davidmanheim,,,,,,0,
bRaWgr8Jrvwz84yAv,Rationality Reading Group: Part R: Physicalism 201,rationality-reading-group-part-r-physicalism-201,https://www.lesswrong.com/posts/bRaWgr8Jrvwz84yAv/rationality-reading-group-part-r-physicalism-201,2016-01-13T23:41:49.711Z,5,4,3,False,False,,Gram_Stone,gram_stone,Gram_Stone,,,,,,0,
e7zHsMcnGfKFjLpiY,Welcome to LessWrong (January 2016),welcome-to-lesswrong-january-2016,https://www.lesswrong.com/posts/e7zHsMcnGfKFjLpiY/welcome-to-lesswrong-january-2016,2016-01-13T21:34:14.615Z,11,8,16,False,False,,,,,,,,,,0,
9nMBicT2ZAGSiyGSZ,"Meetup : Washington, D.C.: Economics Discussion",meetup-washington-d-c-economics-discussion,https://www.lesswrong.com/posts/9nMBicT2ZAGSiyGSZ/meetup-washington-d-c-economics-discussion,2016-01-13T17:41:03.237Z,4,3,0,False,False,,RobinZ,robinz,RobinZ,,,,,,0,
3xbDawznXTMA8RQCa,Extending the stated objectives,extending-the-stated-objectives,https://www.lesswrong.com/posts/3xbDawznXTMA8RQCa/extending-the-stated-objectives,2016-01-13T16:20:50.310Z,13,7,2,False,False,,Stuart_Armstrong,stuart_armstrong,Stuart_Armstrong,,,,,,0,
5bd75cc58225bf06703750b3,[Stub] Ontological crisis = out of environment behaviour?,stub-ontological-crisis-out-of-environment-behaviour,https://www.lesswrong.com/posts/5bd75cc58225bf06703750b3/stub-ontological-crisis-out-of-environment-behaviour,2016-01-13T15:11:54.000Z,0,0,0,False,False,,Stuart_Armstrong,stuart_armstrong,Stuart_Armstrong,,,,,,0,
