paper_id,community,title,year,citations,concepts
https://openalex.org/W2901280442,423,Why Is the Husserlian Notion of “Intentionality” Needed by Artificial General Intelligence?,2018,1,"Intentionality, Computer science, Citation, Artificial intelligence, Philosophy of science"
https://openalex.org/W3018844442,424,Financial and Economic Consequences of Distribution of Artificial Intelligence as a General-Purpose Technology,2020,19,"Distribution (mathematics), Finance, Economics, Business, Computer science"
https://openalex.org/W4392016827,425,GAGI: Game engine for Artificial General Intelligence experimentation,2024,1,"Computer science, Game engine, Video game, Focus (optics), Human–computer interaction"
https://openalex.org/W4401947479,426,Evaluation of GPTs for Control Engineering Education: Towards Artificial General Intelligence,2024,2,"PID controller, Artificial intelligence, Control engineering, Computer science, Transformer"
https://openalex.org/W4401461521,865,6G: the catalyst for artificial general intelligence,2024,1,"Merge (version control), Artificial intelligence, Computer science, Automation, Engineering"
https://openalex.org/W4394789015,0,Human Cognition in AI: Overview on rise of Artificial General Intelligence,2024,1,"Scope (computer science), Human intelligence, Computer science, Cognition, Domain (mathematical analysis)"
https://openalex.org/W4317652707,7,STEM-based Artificial Intelligence Learning in General Education for Non-Engineering Undergraduate Students ,2021,39,"Mathematics education, Engineering education, Computer science, Artificial intelligence, Psychology"
https://openalex.org/W4316671929,34,Are ChatGPT’s knowledge and interpretation ability comparable to those of medical students in Korea for taking a parasitology examination?: a descriptive study,2023,213,"Final examination, Interpretation (philosophy), Medical education, Psychology, Mathematics education"
https://openalex.org/W4317927152,427,Ontoepisociophylogenetic development of artificial general intelligence systems based on multi-agent neurocognitive architecture,2022,2,"Artificial intelligence, Neurocognitive, Development (topology), Computer science, Architecture"
https://openalex.org/W3146579259,428,Artificial Creativity and General Intelligence,2020,7,"Creativity, Psychology, Artificial intelligence, Cognitive science, Computer science"
https://openalex.org/W4385760998,429,Seeing like a Human: The Embodied Development of Active Vision in an Artificial General Intelligence System,2023,1,"Embodied cognition, Perception, Computer science, Artificial intelligence, Artificial general intelligence"
https://openalex.org/W3201909745,430,Use of artificial intelligence for gender bias analysis in letters of recommendation for general surgery residency candidates,2021,40,"Medicine, Gender bias, Analysis of variance, Demography, Psychology"
https://openalex.org/W3167842829,431,Artificial Intelligence–Augmented Electrocardiogram Detection of Left Ventricular Systolic Dysfunction in the General Population,2021,36,"Medicine, Cardiology, Internal medicine, Population, Electrocardiography"
https://openalex.org/W4402093829,34,"Artificial General Intelligence: Conceptual Framework, Recent Progress, and Future Outlook",2024,1,"Management science, Conceptual framework, Computer science, Epistemology, Engineering"
https://openalex.org/W4308512637,0,"Innovative Analysis Ready Data (ARD) product and process requirements, software system design, algorithms and implementation at the midstream as <i>necessary-but-not-sufficient</i> precondition of the downstream in a new notion of Space Economy 4.0 - Part 1: Problem background in Artificial General Intelligence (AGI)",2022,7,"Computer science, Big data, Raster data, Algorithm, Midstream"
https://openalex.org/W3135923875,432,General View about an Artificial Intelligence Technology in Education Domain,2020,25,"Computer science, Domain (mathematical analysis), Artificial intelligence, Mathematics, Mathematical analysis"
https://openalex.org/W4404670092,433,Artificial General Intelligence for Medical Imaging Analysis,2024,1,"Medical imaging, Computer science, Artificial intelligence, Data science, Medical physics"
https://openalex.org/W4403919820,434,The Impact of Artificial General Intelligence-assisted Project-Based Learning on Students' Higher Order Thinking and Self-efficacy,2024,3,"Computer science, Artificial intelligence, Order (exchange), Higher-order thinking, Computational thinking"
https://openalex.org/W4315498620,34,Are ChatGPT's knowledge and interpretation ability comparable to those of medical students in Korea for taking a parasitology examination?: a descriptive study,2023,187,"Final examination, Interpretation (philosophy), Medical education, Psychology, Mathematics education"
https://openalex.org/W2958089299,32,A Survey on Explainable Artificial Intelligence (XAI): Toward Medical XAI,2020,1540,"Croatian, Linguistics, Philosophy"
https://openalex.org/W4309740763,7,A Generic Preprocessing Architecture for Multi-Modal IoT Sensor Data in Artificial General Intelligence,2022,1,"Computer science, Preprocessor, Artificial intelligence, Unsupervised learning, Cluster analysis"
https://openalex.org/W4391125761,435,Proof of Achievement of the First Artificial General Intelligence (AGI),2024,1,"Artificial intelligence, Computer science, Mathematics education, Cognitive science, Psychology"
https://openalex.org/W4386690805,0,A Proposal for a Definition of General Purpose Artificial Intelligence Systems,2023,15,"Generality, Ambiguity, Computer science, Perspective (graphical), Variance (accounting)"
https://openalex.org/W4403431594,436,The transformational dive of nanophotonics inverse design from deep learning to artificial general intelligence,2024,1,"Nanophotonics, Transformational leadership, Computer science, Artificial intelligence, Inverse"
https://openalex.org/W4226316339,437,Artificial intelligence in peritoneal dialysis: general overview,2022,14,"Medicine, Peritoneal dialysis, Soundness, Observational study, Intensive care medicine"
https://openalex.org/W3102710476,438,Using artificial intelligence to support compliance with the general data protection regulation,2017,19,"General Data Protection Regulation, Directive, European union, Data Protection Act 1998, Compliance (psychology)"
https://openalex.org/W4388499755,32,"General Purpose Artificial Intelligence Systems (GPAIS): Properties, definition, taxonomy, societal implications and responsible governance",2023,37,"Computer science, Artificial intelligence, Taxonomy (biology), Artificial general intelligence, Generative grammar"
https://openalex.org/W4213389110,32,An Outperforming Artificial Intelligence Model to Identify Referable Blepharoptosis for General Practitioners,2022,19,"Medicine, Ptosis, Eyelid, Convolutional neural network, Referral"
https://openalex.org/W2620692356,439,Building Morality: A New Strategy for Creating Human-Like Moral Psychology in Artificial General Intelligence,2017,1,"Morality, Epistemology, Sociology, Psychology, Social psychology"
https://openalex.org/W4391436512,440,Artificial General Intelligence (AGI): The Quest for Machines That Can Think Like Humans,2020,1,"Computer science, Artificial intelligence, Artificial general intelligence, Cognitive science, Psychology"
https://openalex.org/W3133637958,441,Validation of the Artificial Intelligence-Based Predictive Optimal Trees in Emergency Surgery Risk (POTTER) Calculator in Emergency General Surgery and Emergency Laparotomy Patients,2021,50,"Medicine, Calculator, Laparotomy, Emergency surgery, Surgery"
https://openalex.org/W4379093430,442,The Adelaide Score: An artificial intelligence measure of readiness for discharge after general surgery,2023,20,"Logistic regression, Random forest, Medicine, Statistics, Machine learning"
https://openalex.org/W4399226953,443,"The Evolution of Artificial Intelligence: From Assistance to Super Mind of Artificial General Intelligence? Article 1. Information Technology and Artificial Intelligence: The Past, Present and Some Forecasts",2024,2,"Artificial intelligence, Computer science"
https://openalex.org/W4402783268,444,Human-AI mutual trust in the era of artificial general intelligence,2024,1,"Artificial intelligence, Psychology, Cognitive science, Computer science, Data science"
https://openalex.org/W3093709733,445,Artificial intelligence as a component of innovative content of general education: analysis of world experience and domestic prospects,2020,16,"Process (computing), Artificial intelligence, Component (thermodynamics), Computer science, Reflection (computer programming)"
https://openalex.org/W4206484422,0,The transformative potential of artificial intelligence,2021,150,"Transformative learning, Futures studies, Futures contract, Artificial general intelligence, Cognition"
https://openalex.org/W4394646802,446,A Multi-Agent System Model to Advance Artificial General Intelligence based on Piaget’s Theory of Cognitive Development,2023,1,"Cognitive science, Cognition, Piaget's theory of cognitive development, Cognitive development, Constructivism (international relations)"
https://openalex.org/W4401982386,50,Evidence of interrelated cognitive-like capabilities in large language models: Indications of artificial general intelligence or achievement?,2024,2,"Psychology, Cognition, Cognitive science, Cognitive psychology, Academic achievement"
https://openalex.org/W3215377036,0,"Protecting Sentient Artificial Intelligence: A Survey of Lay Intuitions on Standing, Personhood, and General Legal Protection",2021,19,"Personhood, Politics, Sentience, Pleasure, Legal doctrine"
https://openalex.org/W4387580530,50,Towards Artificial General Intelligence - A Survey of Hyperdimensional Computing and Vector Symbolic Architectures with Quantum Computing for Multivariate Predictions,2023,1,"Computer science, Human intelligence, Artificial intelligence, Cognition, Artificial general intelligence"
https://openalex.org/W2790943117,4,Whole brain connectomic architecture to develop general artificial intelligence,2018,10,"Computer science, Artificial intelligence, Architecture, Artificial neural network, Machine learning"
https://openalex.org/W2974209074,0,The Future Impact of Artificial Intelligence on Humans and Human Rights,2019,84,"Artificial general intelligence, Term (time), Artificial intelligence, Human rights, Human intelligence"
https://openalex.org/W4207072548,50,A Survey of Embodied AI: From Simulators to Research Tasks,2022,196,"Embodied cognition, Field (mathematics), Computer science, Embodied agent, Task (project management)"
https://openalex.org/W3006372016,447,Utilization of artificial general intelligence and x-rays radiography to visual 3d inspect manufactory-on-demand,2019,1,"Artificial intelligence, Computer science, Engineering, Computer vision"
https://openalex.org/W4403598380,448,A Novel Artificial General Intelligence Security Evaluation Scheme Based on an Analytic Hierarchy Process Model with a Generic Algorithm,2024,1,"Computer science, Scheme (mathematics), Analytic hierarchy process, Algorithm, Artificial intelligence"
https://openalex.org/W4408223168,449,Artificial General Intelligence (AGI–Native Wireless Systems with Common Sense,2024,1,"Computer science, Artificial intelligence"
https://openalex.org/W4392872081,450,The performance of artificial intelligence models in generating responses to general orthodontic questions: ChatGPT vs Google Bard,2024,36,"Transformer, Computer science, Encoder, Generative grammar, Artificial intelligence"
https://openalex.org/W4362557750,34,Patient perspectives on data sharing regarding implementing and using artificial intelligence in general practice – a qualitative study,2023,21,"Health informatics, Nursing research, Health administration, Medicine, Public health"
https://openalex.org/W4398132938,451,Artificial Intelligence for Real-Time Prediction of the Histology of Colorectal Polyps by General Endoscopists,2024,26,"Medicine, Colonoscopy, Colorectal Polyp, Radiology, Endoscopy"
https://openalex.org/W4296327716,0,The existential risk space of climate change,2022,67,"Existentialism, Climate change, Context (archaeology), Climate risk, Environmental ethics"
https://openalex.org/W2781922060,0,Existential risk due to ecosystem collapse: Nature strikes back,2018,74,"Undoing, Existentialism, Environmental ethics, Hubris, Hollywood"
https://openalex.org/W2750196364,0,Existential Risk and Cost-Effective Biosecurity,2017,50,"Biosecurity, Risk analysis (engineering), Extinction (optical mineralogy), Risk assessment, Work (physics)"
https://openalex.org/W2969931999,0,Existential risks: a philosophical analysis,2019,28,"Existentialism, CLARITY, Context (archaeology), Epistemology, Value (mathematics)"
https://openalex.org/W2793082782,0,Stratospheric aerosol injection research and existential risk,2018,47,"Existentialism, Greenhouse gas, Environmental science, Stratosphere, Shock (circulatory)"
https://openalex.org/W2981017209,0,The Psychology of Existential Risk: Moral Judgments about Human Extinction,2019,39,"Extinction (optical mineralogy), Harm, Existentialism, Psychology, Social psychology"
https://openalex.org/W2782789393,0,Global catastrophic and existential risks communication scale,2018,41,"Existentialism, Scale (ratio), Ambiguity, Natural disaster, Risk analysis (engineering)"
https://openalex.org/W2974192409,0,Space Colonization and Existential Risk,2019,29,"Obligation, Colonization, Mars Exploration Program, Existentialism, Space (punctuation)"
https://openalex.org/W2996015177,0,Existential risk and human extinction: An intellectual history,2019,35,"Existentialism, Humanity, Futures studies, Enlightenment, Modernity"
https://openalex.org/W2808849286,0,"Existential risk, creativity &amp; well-adapted science",2018,32,"Creativity, Existentialism, Incentive, Epistemology, Engineering ethics"
https://openalex.org/W3030202130,0,"The Fragile World Hypothesis: Complexity, Fragility, and Systemic Existential Risk",2020,27,"Fragility, Existentialism, Simple (philosophy), Function (biology), Focus (optics)"
https://openalex.org/W4392851291,0,"Existential Risk, Climate Change, and Nonideal Justice",2024,17,"Existentialism, Climate change, Economic Justice, Philosophy, Epistemology"
https://openalex.org/W2916234600,452,"The Black Hole Challenge: Precaution, Existential Risks and the Problem of Knowledge Gaps",2019,21,"Existentialism, Risk analysis (engineering), Political science, Business, Law"
https://openalex.org/W3214759059,0,Anticipatory Governance for Preventing and Mitigating Catastrophic and Existential Risks,2021,11,"Aotearoa, Existentialism, Risk analysis (engineering), Corporate governance, Disaster risk reduction"
https://openalex.org/W3131040150,0,Ripples on the Great Sea of Life: A Brief History of Existential Risk Studies,2020,13,"Existentialism, Conceptualization, Field (mathematics), Environmental ethics, Sociology"
https://openalex.org/W3169931746,453,Confronting Existential Risks With Voluntary Moral Bioenhancement,2016,8,"Existentialism, Humanity, Antithesis, Personhood, Harm"
https://openalex.org/W2461722600,0,"The Fermi paradox, Bayes’ rule, and existential risk management",2016,12,"Search for extraterrestrial intelligence, Existentialism, Fermi Gamma-ray Space Telescope, Civilization, Computer science"
https://openalex.org/W2921161276,454,Ethics of colonization: Arguments from existential risk,2019,11,"Existentialism, Colonization, Sociology, Environmental ethics, Epistemology"
https://openalex.org/W2567744446,455,From Existential to Social Understandings of Risk: Examining Gender Differences in Nonreligion,2017,66,"Religiosity, Existentialism, Privilege (computing), Social psychology, Atheism"
https://openalex.org/W2852104586,0,Working together to face humanity’s greatest threats: Introduction to the Future of Research on Catastrophic and Existential Risk,2018,21,"Existentialism, Face (sociological concept), Humanity, Scope (computer science), Discipline"
https://openalex.org/W4386115172,0,"High Risk, Low Reward: A Challenge to the Astronomical Value of Existential Risk Mitigation",2023,16,"Existentialism, Tragedy (event), Environmental ethics, Humanity, Poverty"
https://openalex.org/W3038431512,0,"Pandemics, Existential and non-Existential Risks to Humanity",2020,5,"Existentialism, Humanity, Pandemic, Coronavirus disease 2019 (COVID-19), Environmental ethics"
https://openalex.org/W2997794297,0,Accumulating evidence using crowdsourcing and machine learning: A living bibliography about existential risk and global catastrophic risk,2019,10,"Crowdsourcing, Existentialism, Task (project management), Computer science, Civilization"
https://openalex.org/W2906525550,456,"Probabilities, methodologies and the evidence base in existential risk assessments",2018,5,"Existentialism, Computer science, Probabilistic logic, Ranking (information retrieval), Risk analysis (engineering)"
https://openalex.org/W4323981491,0,"Assumptions, uncertainty, and catastrophic/existential risk: National risk assessments need improved methods and stakeholder engagement",2023,11,"Risk assessment, Stakeholder, Existentialism, Risk analysis (engineering), Stakeholder engagement"
https://openalex.org/W4293210221,0,Seven Questions for Existential Risk Studies,2022,4,"Existentialism, Psychology, Epistemology, Philosophy"
https://openalex.org/W3195034428,457,Does the Sustainability of the Anthropocene Technosphere Imply an Existential Risk for Our Species? Thinking with Peter Haff,2021,7,"Anthropocene, Environmental ethics, Existentialism, Sustainability, Subsistence agriculture"
https://openalex.org/W4402349272,0,Mistakes in the Moral Mathematics of Existential Risk,2024,5,"Existentialism, Epistemology, Philosophy, Mathematics"
https://openalex.org/W4205140269,458,"Improving Judgments of Existential Risk: Better Forecasts, Questions, Explanations, Policies",2022,9,"Existentialism, Psychology, Actuarial science, Economics, Political science"
https://openalex.org/W4312710719,459,Ordinary Meaning of Existential Risk,2022,2,"Existentialism, Meaning (existential), Epistemology, Philosophy"
https://openalex.org/W4404045223,460,The horror of today and the terror of tomorrow: The role of future existential risks and present‐day political risks in climate activism,2024,6,"Existentialism, Collective action, Politics, Climate risk, Action (physics)"
https://openalex.org/W4302304835,461,Internet regulation and crisis-related resilience: from Covid-19 to existential risks,2022,7,"The Internet, Context (archaeology), Politics, Generativity, Psychological resilience"
https://openalex.org/W4220885210,0,"Discounting, Buck-Passing, and Existential Risk Mitigation: The Case of Space Colonization",2022,6,"Existentialism, Colonization, Discounting, Space (punctuation), Humanity"
https://openalex.org/W4396520621,0,An interdisciplinary review of systemic risk factors leading up to existential risks,2024,3,"Systemic risk, Futures studies, Existentialism, Risk management, Risk analysis (engineering)"
https://openalex.org/W2948881409,462,Existential climate-related security risk: a scenario approach,2019,60,"Existentialism, Climate change, Computer science, Computer security, Risk analysis (engineering)"
https://openalex.org/W3177263608,5,When Brain Computer Interfaces Pose an Existential Risk,2020,3,"Computer science, Existentialism, Brain–computer interface, Human–computer interaction, Artificial intelligence"
https://openalex.org/W4404395146,32,Are the robots taking over? On AI and perceived existential risk,2024,3,"Existentialism, Robot, Risk perception, Psychology, Computer science"
https://openalex.org/W3045079029,0,Existential risk assessment: A reply to Baum,2020,2,"Existentialism, Normative, Context (archaeology), Epistemology, Field (mathematics)"
https://openalex.org/W4402087882,5,Existential risk and the justice turn in bioethics,2024,2,"Existentialism, Bioethics, Economic Justice, Political science, Environmental ethics"
https://openalex.org/W2982656442,0,Technological Wild Cards: Existential Risk and a Changing Humanity,2016,2,"Humanity, Face (sociological concept), Existentialism, Environmental ethics, Population"
https://openalex.org/W4401167787,0,Existential risk and equal political liberty,2024,1,"Existentialism, Experimentalism, Democracy, Politics, Economic Justice"
https://openalex.org/W3155805961,463,"Toby Ord, The Precipice: Existential Risk and the Future of Humanity, Bloomsbury, 2020",2021,3,"Humanity, Existentialism, Philosophy of medicine, Political philosophy, Ontology"
https://openalex.org/W4388019117,464,"Existential Risk, Climate Change and Nonideal Justice",2023,1,"Existentialism, Climate change, Economic Justice, Political science, Criminology"
https://openalex.org/W3097370161,465,Existential risks and problem of escapism under conditions of e-culture,2020,2,"Escapism, Existentialism, Transcendence (philosophy), Value (mathematics), Sociality"
https://openalex.org/W2976649186,466,Whose Survival? A Critical Engagement with the Notion of Existential Risk,2019,1,"Existentialism, Epistemology, Social psychology, Philosophy, Sociology"
https://openalex.org/W3166119135,467,"Emotional, Social, and Existential Loneliness Before and During the COVID-19 Pandemic: Prevalence and Risk Factors Among Dutch Older Adults",2021,48,"Loneliness, Pandemic, Coronavirus disease 2019 (COVID-19), Psychology, Existentialism"
https://openalex.org/W3188876043,468,Sustainability and Existential Risks with Special Reference to Climate Change - An Overview,2021,1,"Sustainability, Sustainable development, Climate change, Environmental resource management, Existentialism"
https://openalex.org/W3044506109,0,AI and Us: Existential Risk or Transformational Tool?,2019,1,"Term (time), Variety (cybernetics), Existentialism, Transformational leadership, Risk analysis (engineering)"
https://openalex.org/W4308116438,469,Existential Risk Prediction Models for Diabetes Mellitus,2022,1,"Machine learning, Artificial intelligence, Computer science, Diabetes mellitus, Artificial neural network"
https://openalex.org/W4404711588,0,Did the COVID-19 Crisis Reframe Public Awareness of Environmental Topics as Humanity’s Existential Risks? A Case from the UK,2024,2,"Humanity, Cognitive reframing, Existentialism, Coronavirus disease 2019 (COVID-19), Environmental crisis"
https://openalex.org/W2901753682,470,Plague Masks: The Visual Emergence of Anti-Epidemic Personal Protection Equipment,2018,108,"Plague (disease), Environmental health, Geography, Medicine, History"
https://openalex.org/W4381570274,471,"On Human Enhancement, Optimism, Risk, Existential Risk, and How to Manage and Regulate It:",2023,1,"Optimism, Existentialism, Psychology, Epistemology, Risk analysis (engineering)"
https://openalex.org/W4402323459,472,Cybertheology and the Ethical Dimensions of Artificial Superintelligence: A Theological Inquiry into Existential Risks,2024,1,"Existentialism, Philosophy, Epistemology, Theology"
https://openalex.org/W2900577246,473,Existential themes in the treatment of people at suicide risk. Understandings and practices of specialist healthcare professionals,2018,15,"Existentialism, Loneliness, Shame, Qualitative research, Health care"
https://openalex.org/W3133385722,474,"Re-framing the threat of global warming: an empirical causal loop diagram of climate change, food insecurity and societal collapse",2021,112,"Climate change, Framing (construction), Causal loop diagram, Existentialism, Food security"
https://openalex.org/W2742908089,475,Beyond Simple Planning: Existential Dimensions of Conversations With Patients at Risk of Dying From Heart Failure,2017,25,"Medicine, Spouse, Palliative care, Grounded theory, Nursing"
https://openalex.org/W4386001197,0,Language agents reduce the risk of existential catastrophe,2023,16,"Existentialism, Variety (cybernetics), Computer science, Function (biology), Architecture"
https://openalex.org/W4292176929,7,Existential Risks &amp;amp; Global Governance Issues Around AI &amp;amp; Robotics,2022,1,"Existentialism, Artificial intelligence, Corporate governance, Robotics, Environmental ethics"
https://openalex.org/W3170942965,0,Extrinsic and Existential Mortality Risk in Reproductive Decision-Making: Examining the Effects of COVID-19 Experience and Climate Change Beliefs,2021,10,"Psychology, Existentialism, Pandemic, Ideal (ethics), Coronavirus disease 2019 (COVID-19)"
https://openalex.org/W4306641808,476,"The precipice: Existential risk and the future of humanity by Toby Ord. New YorK: Hachette Books, 2020.Seth D.Baum",2022,1,"Humanity, Columbia university, Citation, Library science, History"
https://openalex.org/W4200353062,477,Beyond existential and neoliberal explanations of consumers’ embodied risk-taking: CrossFit as an articulation of reflexive modernization,2021,10,"Reflexivity, Existentialism, Articulation (sociology), Sociology, Late modernity"
https://openalex.org/W3116537778,478,Beyond internal conflict: The emergent practice of climate security,2020,63,"Variety (cybernetics), Climate change, Unintended consequences, Political science, Mainstream"
https://openalex.org/W2782391699,0,Superintelligence as a Cause or Cure for Risks of Astronomical Suffering,2017,31,"Existentialism, Extinction (optical mineralogy), Risk analysis (engineering), Value (mathematics), Risk assessment"
https://openalex.org/W2287561076,479,Is IR going extinct?,2016,59,"Epistemology, Sociology, Existentialism, Context (archaeology), Environmental ethics"
https://openalex.org/W2554231068,480,How Much is Rule-Consequentialism Really Willing to Give Up to Save the Future of Humanity?,2016,20,"Consequentialism, Spell, Humanity, Existentialism, Limit (mathematics)"
https://openalex.org/W2903506623,0,"Complexity, creeping normalcy and conceit: sexy and unsexy catastrophic risks",2018,23,"Overpopulation, Existentialism, Typology, Ontology, Cognition"
https://openalex.org/W2696906604,481,An Assessment of Existential Worldview Function among Young Women at Risk for Depression and Anxiety—A Multi-Method Study,2017,3,"Existentialism, Dysfunctional family, Anxiety, Psychology, Mental health"
https://openalex.org/W2769330191,482,Digital containment and its discontents,2017,17,"Containment (computer programming), Existentialism, Housekeeping, Set (abstract data type), Computer science"
https://openalex.org/W3213953626,483,Revisiting the Economic Case for Fiscal Union in the Euro Area,2018,34,"Fiscal union, Economics, Economic union, European union, Fiscal policy"
https://openalex.org/W2603574626,0,Aquatic refuges for surviving a global catastrophe,2017,25,"Humanity, Isolation (microbiology), Existentialism, Nuclear weapon, Perspective (graphical)"
https://openalex.org/W2864576854,484,Teetering on the Brink,2018,32,"Transformative learning, Environmental ethics, Consumerism, Anthropocene, Sociology"
https://openalex.org/W4399750985,485,"Discontinuity, risk, patience, and appeal: existential aspects of practising in physical education",2024,4,"Patience, Appeal, Existentialism, Psychology, Discontinuity (linguistics)"
https://openalex.org/W3135260153,0,"Superintelligence: Fears, Promises and Potentials",2015,26,"Humanity, Epistemology, Rationality, Set (abstract data type), Cognitive science"
https://openalex.org/W3097910550,486,Apocalypse Now?,2020,12,"Existentialism, Fragility, Scholarship, Coronavirus disease 2019 (COVID-19), Humanity"
https://openalex.org/W4387660833,487,Associations of religious and existential variables with psychosocial factors and biomarkers of cardiovascular risk in bereavement,2023,2,"Psychosocial, Religiosity, Existentialism, Loneliness, Grief"
https://openalex.org/W4381187272,0,Taking stock of systems for organizing existential and global catastrophic risks: Implications for policy,2023,1,"Risk analysis (engineering), Stock (firearms), Existentialism, Prioritization, Resilience (materials science)"
https://openalex.org/W3045024164,488,The price of certainty: How the politics of pandemic data demand an ethics of care,2020,50,"Pandemic, Certainty, Population, Politics, Sociology"
https://openalex.org/W2755890853,489,Well below 2 °C: Mitigation strategies for avoiding dangerous to catastrophic climate changes,2017,185,"Global warming, Environmental science, Lever, Climate change, Runaway climate change"
https://openalex.org/W2970030022,0,Nuclear War as a Global Catastrophic Risk,2019,20,"Nuclear weapon, Risk analysis (engineering), Intuition, Globe, Certainty"
https://openalex.org/W2799483136,490,Constructing Legitimacy in Geoengineering Discourse: The Politics of Representation in Science Policy Literature,2018,21,"Legitimacy, Mainstream, Geoengineering, Premise, Legitimation"
https://openalex.org/W2996233462,491,The third degree: evidence and implications for Australia of existential climate-related security risk,2019,3,"Existentialism, Degree (music), Political science, Law, Acoustics"
https://openalex.org/W4367019669,492,The Myth of “Just” Nuclear Deterrence: Time for a New Strategy to Protect Humanity from Existential Nuclear Risk,2023,2,"Nuclear weapon, Nuclear ethics, Deterrence theory, Law and economics, Existentialism"
https://openalex.org/W4323856413,493,Hospital Chaplains as Interlocutors on Existential Themes with Patients at Risk of Suicide,2023,1,"Existentialism, Loneliness, Shame, Spiritual care, Witness"
https://openalex.org/W2345478992,494,THE CONTEXT OF CLIMATE CHANGES AND ITS VICTIMS,2015,22,"Context (archaeology), Geography, Cartography, Climatology, Psychology"
https://openalex.org/W3046859241,495,Assessment of SARS-CoV-2 Screening Strategies to Permit the Safe Reopening of College Campuses in the United States,2020,501,"Cohort, Medicine, Asymptomatic, Isolation (microbiology), Test (biology)"
https://openalex.org/W2335421769,496,The Ends of the World: International Relations and the Anthropocene,2016,104,"Anthropocene, Environmental ethics, Earth system science, Harm, Existentialism"
https://openalex.org/W4389201019,865,"Observe, inspect, modify: Three conditions for generative AI governance",2023,20,"Generative grammar, Corporate governance, Observability, Action (physics), Computer science"
https://openalex.org/W3017995524,497,Public understanding of risk and risk governance,2020,21,"Risk governance, Deliberation, Corporate governance, Epistemology, Rationality"
https://openalex.org/W3027842070,498,The role of ecosystems in mitigation and management of Covid-19 and other zoonoses,2020,203,"Ecosystem services, DPSIR, Business, Environmental resource management, Livelihood"
https://openalex.org/W3216420443,499,"Earth is in the Midst of Abrupt, Irreversible Climate Change",2020,7,"Existentialism, Climate change, Homo sapiens, Extinction event, Earth (classical element)"
https://openalex.org/W3209255122,500,"The importance of relationality: A note on co‐determinism, multispecies relationships and implications for COVID‐19",2021,19,"Cognitive reframing, Sociology, Environmental ethics, Order (exchange), Determinism"
https://openalex.org/W3197065827,501,The State of Research in Existential Risk,2017,0,"Existentialism, Risk analysis (engineering), Biosecurity, Work (physics), Political science"
https://openalex.org/W2883326182,502,Demoralization and death anxiety in advanced cancer,2018,89,"Death anxiety, Distress, Psychosocial, Psychological intervention, Quality of life (healthcare)"
https://openalex.org/W3216903396,0,Agential Risks: A Comprehensive Introduction,2016,10,"Existentialism, Harm, Humanity, Risk analysis (engineering), Epistemology"
https://openalex.org/W2899061930,0,Facing disaster: the great challenges framework,2018,16,"Existentialism, Prosperity, Humanity, Value (mathematics), Environmental ethics"
https://openalex.org/W3034223558,503,The GCC Monarchies: Perceptions of the Iranian Threat amid Shifting Geopolitics,2020,15,"Retrenchment, Abandonment (legal), Geopolitics, Existentialism, Dilemma"
https://openalex.org/W4313275663,504,The eternal return: Imagining security futures at the Doomsday Vault,2022,17,"Anthropocene, Environmental ethics, Transformative learning, International security, Futures contract"
https://openalex.org/W2988942029,0,Universal Ownership in the Anthropocene,2019,19,"Anthropocene, Environmental ethics, Astrobiology, Geography, Philosophy"
https://openalex.org/W4394013052,505,Children’s existential questions and worldviews: possible RE responses to performance anxiety and an increasing risk of exclusion,2024,2,"Existentialism, Interdependence, Context (archaeology), Sociocultural evolution, Relation (database)"
https://openalex.org/W4377140107,506,Existential insecurity and deference to authority: the pandemic as a natural experiment,2023,6,"Existentialism, Pandemic, Politics, Feeling, Biology and political orientation"
https://openalex.org/W3014249581,0,Border closure for island nations? Analysis of pandemic and bioweapon‐related threats suggests some scenarios warrant drastic action,2020,25,"Closure (psychology), Warrant, Pandemic, Action (physics), H1n1 pandemic"
https://openalex.org/W3130421427,507,Negative emotions about climate change are related to insomnia symptoms and mental health: Cross-sectional evidence from 25 countries,2021,188,"Mental health, Worry, Psychology, Anxiety, Climate change"
https://openalex.org/W2932794174,508,The Art of the Pivot: How New Ventures Manage Identification Relationships with Stakeholders as They Change Direction,2019,187,"Identification (biology), Stakeholder, New Ventures, Process (computing), Public relations"
https://openalex.org/W2530150122,509,Implementing a Seed Safe/Moral Motivational System with the Independent Core Observer Model (ICOM),2016,8,"Humanity, Computer science, Existentialism, Core (optical fiber), Observer (physics)"
https://openalex.org/W2467725436,510,"A Decolonial Imagination: Sociology, Anthropology and the Politics of Reality",2017,103,"Sociology, Eurocentrism, Epistemology, Transformative learning, Politics"
https://openalex.org/W4281550859,511,Exploring the Context‐Sensitivity of Collective Action Motivations and the Mobilizing Role of Social Media: A Comparative Interview Study With Activists in Germany and Turkey,2022,12,"Collective action, Solidarity, Autocracy, Context (archaeology), Collective identity"
https://openalex.org/W3088562649,512,Meaning in Life and Self-Control Buffer Stress in Times of COVID-19: Moderating and Mediating Effects With Regard to Mental Distress,2020,206,"Mental health, Psychology, Distress, Coping (psychology), Meaning (existential)"
https://openalex.org/W3016646265,513,Risk-taking attitudes and behaviors in the Norwegian population: the influence of personality and background factors,2020,19,"Extraversion and introversion, Psychology, Agreeableness, Social psychology, Personality"
https://openalex.org/W4283745901,514,"Digital Dialogue in Learning: Cognitive, Social, Existential Features and Risks",2022,1,"Existentialism, Autonomy, Ideology, Epistemology, Context (archaeology)"
